N°,TIPO,FECHA,MODALIDAD,DIRECCIÓN,SECTOR,CATEGORIA
"3,610",APOYO A PNP TRANSITO,11/10/2018 13:32,,"AV. CARRIQUIRY MAURER, PABLO N° 0201, SAN ISIDRO",5-2,
"3,611",APOYO A PNP TRANSITO,11/10/2018 13:25,,"CA. OLAECHEA Y OLAECHEA, MANUEL AUGUSTO N° 0120, SAN ISIDRO",2-5,
"3,612",APOYO A PNP TRANSITO,11/10/2018 13:03,,"AV. DASSO, MIGUEL N° 0100, SAN ISIDRO",2-5,
"3,613",APOYO A PNP TRANSITO,11/10/2018 12:26,,"CA. LOS OLIVOS N° 0391, SAN ISIDRO",3-1,
"3,614",APOYO A PNP TRANSITO,11/10/2018 12:23,,"AV. REPUBLICA, PASEO DE LA, SAN ISIDRO",4-4,
"3,615",APOYO A PNP TRANSITO,11/10/2018 12:10,,"CA. LOS OLIVOS, SAN ISIDRO",3-1,
"3,616",APOYO A PNP TRANSITO,11/10/2018 11:20,,"CA. BILBAO N° 0230, SAN ISIDRO",1-3,
"3,617",APOYO A PNP TRANSITO,11/10/2018 10:13,,"CA. LOS MILANOS N° 0420, SAN ISIDRO",5-2,
"3,618",APOYO A PNP TRANSITO,11/10/2018 09:28,,"AV. CARRIQUIRY MAURER, PABLO N° 0106, SAN ISIDRO",5-1,
"3,619",APOYO A PNP TRANSITO,11/10/2018 09:25,,"CA. LA HABANA N° 0192, SAN ISIDRO",4-3,
"3,620",APOYO A PNP TRANSITO,11/10/2018 09:18,,"CA. FLORA TRISTAN N° 0401, SAN ISIDRO",1-3,
"3,621",APOYO A PNP TRANSITO,11/10/2018 07:51,,"CA. LOS LIBERTADORES N° 0479, SAN ISIDRO",3-2,
"3,622",APOYO A PNP TRANSITO,10/10/2018 21:44,,"CA. FLORA TRISTAN N° 0423, SAN ISIDRO",1-3,
"3,623",APOYO A PNP TRANSITO,10/10/2018 21:11,,"AV. MIRO QUESADA, AURELIO N° 1005, SAN ISIDRO",2-2,
"3,624",APOYO A PNP TRANSITO,10/10/2018 19:15,,"CA. LA TORRE, BALTAZAR, SAN ISIDRO",1-4,
"3,625",APOYO A PNP TRANSITO,10/10/2018 17:51,,"CA. CLEMENTE X N° 0495, SAN ISIDRO",1-3,
"3,626",APOYO A PNP TRANSITO,10/10/2018 17:32,,"PSJE. DE PANDO, JOSÉ MARÍA, SAN ISIDRO",3-3,
"3,627",APOYO A PNP TRANSITO,10/10/2018 17:13,,"AV. ALVAREZ CALDERON N° 0290, SAN ISIDRO",2-5,
"3,628",APOYO A PNP TRANSITO,10/10/2018 17:02,,"CA. DE CERVANTES SAAVEDRA, MIGUEL N° 0282, SAN ISIDRO",2-5,
"3,629",APOYO A PNP TRANSITO,10/10/2018 16:22,,"CA. BARCELONA N° 0295, SAN ISIDRO",1-1,
"3,630",APOYO A PNP TRANSITO,10/10/2018 15:25,,"CA. LOS LIBERTADORES N° 0395, SAN ISIDRO",3-2,
"3,631",APOYO A PNP TRANSITO,10/10/2018 15:23,,"CA. LOS MILANOS N° 0194, SAN ISIDRO",5-2,
"3,632",APOYO A PNP TRANSITO,10/10/2018 14:24,,"AV. REPUBLICA, PASEO DE LA N° 3490, SAN ISIDRO",4-2,
"3,633",APOYO A PNP TRANSITO,10/10/2018 13:49,,"CA. LOS SAUCES, SAN ISIDRO",3-1,
"3,634",APOYO A PNP TRANSITO,10/10/2018 12:58,,"CA. LOS LIBERTADORES N° 0395, SAN ISIDRO",3-2,
"3,635",APOYO A PNP TRANSITO,10/10/2018 12:51,,"AV. CAVENECIA, EMILIO, SAN ISIDRO",2-6,
"3,636",APOYO A PNP TRANSITO,10/10/2018 11:57,,"CA. GUANAHANI N° 0122, SAN ISIDRO",3-3,
"3,637",APOYO A PNP TRANSITO,10/10/2018 11:56,,"CA. FUENTES, MANUEL ATANASIO N° 0490, SAN ISIDRO",4-3,
"3,638",APOYO A PNP TRANSITO,10/10/2018 11:38,,"CA. LAS ORQUIDEAS, SAN ISIDRO",4-2,
"3,639",APOYO A PNP TRANSITO,10/10/2018 09:20,,"CA. LOS LIBERTADORES N° 0395, SAN ISIDRO",3-2,
"3,640",APOYO A PNP TRANSITO,10/10/2018 09:02,,"CA. SANTA LUISA N° 0195, SAN ISIDRO",3-1,
"3,641",APOYO A PNP TRANSITO,10/10/2018 09:01,,"CA. LAS CAMELIAS N° 0891, SAN ISIDRO",4-2,
"3,642",APOYO A PNP TRANSITO,10/10/2018 08:38,,"CA. LOS EUCALIPTOS N° 0355, SAN ISIDRO",1-5,
"3,643",APOYO A PNP TRANSITO,09/10/2018 17:54,,"CA. MAURTUA, VICTOR A., SAN ISIDRO",2-6,
"3,644",APOYO A PNP TRANSITO,09/10/2018 17:13,,"CA. LOS ANADES N° 0239, SAN ISIDRO",5-1,
"3,645",APOYO A PNP TRANSITO,09/10/2018 16:53,,"CA. FUENTES, MANUEL ATANASIO N° 0884, SAN ISIDRO",4-3,
"3,646",APOYO A PNP TRANSITO,09/10/2018 16:28,,"CA. FLORA TRISTAN N° 0590, SAN ISIDRO",1-3,
"3,647",APOYO A PNP TRANSITO,09/10/2018 14:23,,"CA. BURGOS N° 0230, SAN ISIDRO",1-1,
"3,648",APOYO A PNP TRANSITO,09/10/2018 14:15,,"CA. FUENTES, MANUEL ATANASIO N° 0334, SAN ISIDRO",4-3,
"3,649",APOYO A PNP TRANSITO,09/10/2018 13:51,,"CA. 16 (URB. CORPAC), SAN ISIDRO",5-2,
"3,650",APOYO A PNP TRANSITO,09/10/2018 13:36,,"AV. SALAVERRY, GENERAL N° 3738, SAN ISIDRO",2-1,
"3,651",APOYO A PNP TRANSITO,09/10/2018 13:30,,"AV. PARDO Y ALIAGA, FELIPE N° 0621, SAN ISIDRO",3-2,
"3,652",APOYO A PNP TRANSITO,09/10/2018 12:47,,"CA. PUNTA NEGRA N° 0668, SAN ISIDRO",2-1,
"3,653",APOYO A PNP TRANSITO,09/10/2018 12:42,,"CA. ALCATRACES N° 0174, SAN ISIDRO",4-4,
"3,654",APOYO A PNP TRANSITO,09/10/2018 12:41,,"AV. DOS DE MAYO N° 0590, SAN ISIDRO",3-1,
"3,655",APOYO A PNP TRANSITO,09/10/2018 12:40,,"CA. HALCONES N° 0381, SAN ISIDRO",4-4,
"3,656",APOYO A PNP TRANSITO,09/10/2018 12:29,,"CA. LOS FRESNOS N° 0239, SAN ISIDRO",3-1,
"3,657",APOYO A PNP TRANSITO,09/10/2018 12:28,,"AV. REPUBLICA, PASEO DE LA N° 3121, SAN ISIDRO",4-4,
"3,658",APOYO A PNP TRANSITO,09/10/2018 11:52,,"AV. CAVENECIA, EMILIO, SAN ISIDRO",2-6,
"3,659",APOYO A PNP TRANSITO,09/10/2018 11:40,,"CA. FUENTES, MANUEL ATANASIO N° 0393, SAN ISIDRO",4-3,
"3,660",APOYO A PNP TRANSITO,09/10/2018 11:28,,"CA. LOS LAURELES N° 0307, SAN ISIDRO",1-5,
"3,661",APOYO A PNP TRANSITO,09/10/2018 11:08,,"CA. GRAÑA ELIZALDE, CARLOS, SAN ISIDRO",2-6,
"3,662",APOYO A PNP TRANSITO,09/10/2018 10:54,,"CA. GIBSON MOLLER, PERCY N° 0130, SAN ISIDRO",4-1,
"3,663",APOYO A PNP TRANSITO,09/10/2018 10:39,,"CA. FUENTES, MANUEL ATANASIO N° 0321, SAN ISIDRO",4-3,
"3,664",APOYO A PNP TRANSITO,09/10/2018 10:33,,"CA. ALCATRACES N° 0129, SAN ISIDRO",4-4,
"3,665",APOYO A PNP TRANSITO,09/10/2018 09:46,,"CA. FUENTES, MANUEL ATANASIO N° 0662, SAN ISIDRO",4-3,
"3,666",APOYO A PNP TRANSITO,09/10/2018 09:01,,"AV. PEREZ ARANIBAR, AUGUSTO N° 1580, SAN ISIDRO",2-3,
"3,667",APOYO A PNP TRANSITO,09/10/2018 08:53,,"AV. GALVEZ BARRENECHEA, JOSÉ N° 0121, SAN ISIDRO",5-3,
"3,668",APOYO A PNP TRANSITO,09/10/2018 07:52,,"CA. 21 (URB. CORPAC) N° 0751, SAN ISIDRO",5-2,
"3,669",APOYO A PNP TRANSITO,08/10/2018 16:43,,"CA. LA FLORIDA N° 0230, SAN ISIDRO",4-3,
"3,670",APOYO A PNP TRANSITO,08/10/2018 14:32,,"AV. DOS DE MAYO N° 0560, SAN ISIDRO",3-1,
"3,671",APOYO A PNP TRANSITO,08/10/2018 13:29,,"CA. A (URB. ORRANTIA DEL MAR - V ZONA) N° 0395, SAN ISIDRO",2-7,
"3,672",APOYO A PNP TRANSITO,08/10/2018 09:15,,"CA. BAÑON, MANUEL N° 0345, SAN ISIDRO",3-1,
"3,673",APOYO A PNP TRANSITO,08/10/2018 07:03,,"CA. 50 (URB. CORPAC) N° 0160 DPTO 302, SAN ISIDRO",5-1,
"3,674",APOYO A PNP TRANSITO,07/10/2018 16:13,,"CA. ANTUNEZ DE MAYOLO, SANTIAGO N° 0265, SAN ISIDRO",2-2,
"3,675",APOYO A PNP TRANSITO,07/10/2018 15:22,,"CA. MARCONI, GUILLERMO N° 0244, SAN ISIDRO",1-1,
"3,676",APOYO A PNP TRANSITO,07/10/2018 15:15,,"CA. EDISON, TOMÁS N° 0289, SAN ISIDRO",1-1,
"3,677",APOYO A PNP TRANSITO,06/10/2018 18:04,,"CA. LA PERRICHOLI N° 0265, SAN ISIDRO",4-1,
"3,678",APOYO A PNP TRANSITO,06/10/2018 17:42,,"CA. SALAZAR, PROLONG. ALFÉREZ ALFREDO N° 0185, SAN ISIDRO",2-6,
"3,679",APOYO A PNP TRANSITO,06/10/2018 17:37,,"CA. ANTEQUERA N° 0455, SAN ISIDRO",4-1,
"3,680",APOYO A PNP TRANSITO,06/10/2018 17:32,,"CA. ROMA N° 0435, SAN ISIDRO",1-1,
"3,681",APOYO A PNP TRANSITO,06/10/2018 17:14,,"AV. SALAVERRY, GENERAL N° 3655, SAN ISIDRO",2-7,
"3,682",APOYO A PNP TRANSITO,06/10/2018 16:18,,"CA. ROMAN, JOSÉ E. N° 0150, SAN ISIDRO",4-1,
"3,683",APOYO A PNP TRANSITO,06/10/2018 14:53,,"CA. FUENTES, MANUEL ATANASIO N° 0393, SAN ISIDRO",4-3,
"3,684",APOYO A PNP TRANSITO,06/10/2018 13:02,,"AV. REPUBLICA DE PANAMA N° 3591, SAN ISIDRO",5-1,
"3,685",APOYO A PNP TRANSITO,06/10/2018 12:54,,"AV. CARRIQUIRY MAURER, PABLO N° 0816, SAN ISIDRO",5-1,
"3,686",APOYO A PNP TRANSITO,06/10/2018 12:20,,"CA. VILLARAN, LUIS FELIPE N° 1094, SAN ISIDRO",4-3,
"3,687",APOYO A PNP TRANSITO,06/10/2018 12:04,,"CA. DEL LLANO ZAPATA, JOSÉ, SAN ISIDRO",2-6,
"3,688",APOYO A PNP TRANSITO,06/10/2018 12:03,,"CA. MAURTUA, VICTOR A. N° 0643, SAN ISIDRO",2-6,
"3,689",APOYO A PNP TRANSITO,06/10/2018 11:50,,"AV. DEL CAMPO, ALBERTO N° 0143, SAN ISIDRO",2-2,
"3,690",APOYO A PNP TRANSITO,06/10/2018 11:09,,"CA. LOS CASTAÑOS N° 0410, SAN ISIDRO",1-4,
"3,691",APOYO A PNP TRANSITO,06/10/2018 09:12,,"CA. LAS OROPENDOLAS N° 0382, SAN ISIDRO",5-1,
"3,692",APOYO A PNP TRANSITO,06/10/2018 09:00,,"AV. REPUBLICA DE PANAMA, SAN ISIDRO",4-4,
"3,693",APOYO A PNP TRANSITO,05/10/2018 23:09,,"CA. LOS CASTAÑOS N° 0410, SAN ISIDRO",1-4,
"3,694",APOYO A PNP TRANSITO,05/10/2018 22:36,,"AV. AREQUIPA N° 3659, SAN ISIDRO",4-3,
"3,695",APOYO A PNP TRANSITO,05/10/2018 19:47,,"CA. LOS FRESNOS N° 0325, SAN ISIDRO",3-1,
"3,696",APOYO A PNP TRANSITO,05/10/2018 19:42,,"CA. LAS CAMELIAS N° 0174, SAN ISIDRO",4-1,
"3,697",APOYO A PNP TRANSITO,05/10/2018 19:10,,"CA. LOS CASTAÑOS N° 0291, SAN ISIDRO",1-1,
"3,698",APOYO A PNP TRANSITO,05/10/2018 17:56,,"CA. LOS MILANOS N° 0420, SAN ISIDRO",5-2,
"3,699",APOYO A PNP TRANSITO,05/10/2018 17:32,,"CA. FUENTES, MANUEL ATANASIO N° 0393, SAN ISIDRO",4-3,
"3,700",APOYO A PNP TRANSITO,05/10/2018 17:30,,"CA. LOS OLIVOS, SAN ISIDRO",3-1,
"3,701",APOYO A PNP TRANSITO,05/10/2018 17:14,,"CA. 25 (URB. CORPAC) N° 0168, SAN ISIDRO",5-4,
"3,702",APOYO A PNP TRANSITO,05/10/2018 17:03,,"CA. LOS ROBLES N° 0559, SAN ISIDRO",1-6,
"3,703",APOYO A PNP TRANSITO,05/10/2018 16:17,,"CA. ANTEQUERA N° 0719, SAN ISIDRO",4-2,
"3,704",APOYO A PNP TRANSITO,05/10/2018 15:30,,"AV. TUDELA Y VARELA, FRANCISCO N° 0190, SAN ISIDRO",2-5,
"3,705",APOYO A PNP TRANSITO,05/10/2018 12:51,,"CA. FLAMENCOS N° 0145, SAN ISIDRO",4-4,
"3,706",APOYO A PNP TRANSITO,05/10/2018 12:18,,"CA. SCHREIBER, GERMÁN, SAN ISIDRO",4-4,
"3,707",APOYO A PNP TRANSITO,05/10/2018 12:16,,"CA. LOS FRESNOS N° 0393, SAN ISIDRO",3-1,
"3,708",APOYO A PNP TRANSITO,05/10/2018 12:05,,"CA. DELLEPIANI, JUAN N° 0733, SAN ISIDRO",2-7,
"3,709",APOYO A PNP TRANSITO,05/10/2018 11:11,,"AV. DE ARONA, JUAN, SAN ISIDRO",4-1,
"3,710",APOYO A PNP TRANSITO,05/10/2018 09:49,,"AV. CANAVAL MOREYRA, ENRIQUE N° 0642, SAN ISIDRO",5-1,
"3,711",APOYO A PNP TRANSITO,05/10/2018 08:26,,"CA. LOS NARANJOS N° 0312, SAN ISIDRO",1-6,
"3,712",APOYO A PNP TRANSITO,05/10/2018 00:09,,"AV. DOS DE MAYO, SAN ISIDRO",3-1,
"3,713",APOYO A PNP TRANSITO,04/10/2018 23:44,,"CA. LOS PINOS N° 0545, SAN ISIDRO",3-1,
"3,714",APOYO A PNP TRANSITO,04/10/2018 23:43,,"CA. LA TORRE, BALTAZAR, SAN ISIDRO",1-4,
"3,715",APOYO A PNP TRANSITO,04/10/2018 17:59,,"CA. ALOMIA ROBLES, DANIEL N° 0120, SAN ISIDRO",3-3,
"3,716",APOYO A PNP TRANSITO,04/10/2018 17:52,,"CA. LOS LIBERTADORES N° 0395, SAN ISIDRO",3-2,
"3,717",APOYO A PNP TRANSITO,04/10/2018 17:46,,"CA. BEJAR, CURA N° 0140, SAN ISIDRO",3-3,
"3,718",APOYO A PNP TRANSITO,04/10/2018 17:04,,"CA. LA REPUBLICA, SAN ISIDRO",3-3,
"3,719",APOYO A PNP TRANSITO,04/10/2018 16:52,,"CA. LA TORRE, BALTAZAR N° 0171 DPTO 301, SAN ISIDRO",1-1,
"3,720",APOYO A PNP TRANSITO,04/10/2018 15:56,,"AV. MIRO QUESADA, AURELIO, SAN ISIDRO",3-2,
"3,721",APOYO A PNP TRANSITO,04/10/2018 15:21,,"AV. PARDO Y ALIAGA, FELIPE, SAN ISIDRO",3-3,
"3,722",APOYO A PNP TRANSITO,04/10/2018 15:15,,"CA. LOS LIBERTADORES N° 0395, SAN ISIDRO",3-2,
"3,723",APOYO A PNP TRANSITO,04/10/2018 15:12,,"AV. REPUBLICA, PASEO DE LA N° 3490, SAN ISIDRO",4-2,
"3,724",APOYO A PNP TRANSITO,04/10/2018 14:30,,"AV. REPUBLICA, PASEO DE LA N° 3490, SAN ISIDRO",4-2,
"3,725",APOYO A PNP TRANSITO,04/10/2018 14:03,,"CA. LAS CASAS N° 0153, SAN ISIDRO",4-1,
"3,726",APOYO A PNP TRANSITO,04/10/2018 13:41,,"AV. DE RIBERA, NICOLÁS N° 0311, SAN ISIDRO",1-6,
"3,727",APOYO A PNP TRANSITO,04/10/2018 13:11,,"CA. FUENTES, MANUEL ATANASIO N° 0875, SAN ISIDRO",4-3,
"3,728",APOYO A PNP TRANSITO,04/10/2018 12:56,,"CA. LAS PALMERAS, SAN ISIDRO",3-1,
"3,729",APOYO A PNP TRANSITO,04/10/2018 12:39,,"CA. DE CERVANTES SAAVEDRA, MIGUEL N° 0260, SAN ISIDRO",2-5,
"3,730",APOYO A PNP TRANSITO,04/10/2018 12:15,,"CA. ROCCA DE VERGALLO, NICANOR N° 0263, SAN ISIDRO",1-3,
"3,731",APOYO A PNP TRANSITO,04/10/2018 11:22,,"AV. REPUBLICA DE PANAMA N° 3030, SAN ISIDRO",4-4,
"3,732",APOYO A PNP TRANSITO,04/10/2018 11:05,,"CA. ALCATRACES N° 0148, SAN ISIDRO",4-4,
"3,733",APOYO A PNP TRANSITO,04/10/2018 10:27,,"AV. CAVENECIA, EMILIO, SAN ISIDRO",2-7,
"3,734",APOYO A PNP TRANSITO,04/10/2018 10:18,,"AV. PETIT THOUARS N° 3535, SAN ISIDRO",4-3,
"3,735",APOYO A PNP TRANSITO,04/10/2018 09:27,,"CA. TUCANES N° 0110, SAN ISIDRO",4-4,
"3,736",APOYO A PNP TRANSITO,04/10/2018 09:13,,"AV. CAMINO REAL, SAN ISIDRO",3-2,
"3,737",APOYO A PNP TRANSITO,03/10/2018 19:29,,"AV. PRADO ESTE, JAVIER N° 1212, SAN ISIDRO",5-2,
"3,738",APOYO A PNP TRANSITO,03/10/2018 18:55,,"CA. LOS CASTAÑOS N° 0410, SAN ISIDRO",1-4,
"3,739",APOYO A PNP TRANSITO,03/10/2018 18:12,,"AV. REPUBLICA, PASEO DE LA N° 3490, SAN ISIDRO",4-2,
"3,740",APOYO A PNP TRANSITO,03/10/2018 17:41,,"AV. ALVAREZ CALDERON N° 0111, SAN ISIDRO",2-5,
"3,741",APOYO A PNP TRANSITO,03/10/2018 17:28,,"CA. COCHRANE, ALMIRANTE LORD, SAN ISIDRO",2-6,
"3,742",APOYO A PNP TRANSITO,03/10/2018 17:23,,"CA. LEMBECKE, ENRIQUE, SAN ISIDRO",4-1,
"3,743",APOYO A PNP TRANSITO,03/10/2018 16:19,,"CA. LOS EUCALIPTOS N° 0250, SAN ISIDRO",1-1,
"3,744",APOYO A PNP TRANSITO,03/10/2018 16:16,,"CA. COCHRANE, ALMIRANTE LORD, SAN ISIDRO",2-6,
"3,745",APOYO A PNP TRANSITO,03/10/2018 15:34,,"CA. LOS CIPRESES N° 0232, SAN ISIDRO",1-2,
"3,746",APOYO A PNP TRANSITO,03/10/2018 14:54,,"AV. REPUBLICA DE PANAMA N° 3030, SAN ISIDRO",4-4,
"3,747",APOYO A PNP TRANSITO,03/10/2018 14:32,,"AV. REPUBLICA DE COLOMBIA N° 0791, SAN ISIDRO",4-2,
"3,748",APOYO A PNP TRANSITO,03/10/2018 14:24,,"CA. GONZALES OLAECHEA, MANUEL N° 0428, SAN ISIDRO",4-4,
"3,749",APOYO A PNP TRANSITO,03/10/2018 14:13,,"CA. CHINCHON, SAN ISIDRO",4-1,
"3,750",APOYO A PNP TRANSITO,03/10/2018 13:52,,"CA. FUENTES, MANUEL ATANASIO N° 0890, SAN ISIDRO",4-3,
"3,751",APOYO A PNP TRANSITO,03/10/2018 13:45,,"CA. LAS CAMELIAS, SAN ISIDRO",4-2,
"3,752",APOYO A PNP TRANSITO,03/10/2018 13:33,,"CA. REYES, CORONEL ANDRÉS, SAN ISIDRO",4-2,
"3,753",APOYO A PNP TRANSITO,03/10/2018 13:06,,"CA. REYES, CORONEL ANDRÉS DPTO 2, SAN ISIDRO",4-2,
"3,754",APOYO A PNP TRANSITO,03/10/2018 12:48,,"CA. PLASCENCIA, ERNESTO N° 0154, SAN ISIDRO",3-3,
"3,755",APOYO A PNP TRANSITO,03/10/2018 12:44,,"AV. DE ARONA, JUAN, SAN ISIDRO",4-2,
"3,756",APOYO A PNP TRANSITO,03/10/2018 12:42,,"CA. LOS SAUCES N° 0286, SAN ISIDRO",3-1,
"3,757",APOYO A PNP TRANSITO,03/10/2018 12:41,,"CA. TORRES MATOS N° 0160, SAN ISIDRO",1-3,
"3,758",APOYO A PNP TRANSITO,03/10/2018 12:28,,"AV. REPUBLICA DE COLOMBIA N° 0791, SAN ISIDRO",4-2,
"3,759",APOYO A PNP TRANSITO,03/10/2018 12:23,,"CA. LOS LAURELES N° 0265 DPTO 202 B, SAN ISIDRO",1-2,
"3,760",APOYO A PNP TRANSITO,03/10/2018 12:21,,"CA. LAS CAMELIAS N° 0688, SAN ISIDRO",4-1,
"3,761",APOYO A PNP TRANSITO,03/10/2018 12:19,,"AV. DE ARONA, JUAN, SAN ISIDRO",4-2,
"3,762",APOYO A PNP TRANSITO,03/10/2018 11:53,,"CA. GARCIA, GODOFREDO N° 0260, SAN ISIDRO",2-2,
"3,763",APOYO A PNP TRANSITO,03/10/2018 11:28,,"CA. CHINCHON N° 0535, SAN ISIDRO",4-1,
"3,764",APOYO A PNP TRANSITO,03/10/2018 11:23,,"CA. LOS ROBLES, SAN ISIDRO",1-2,
"3,765",APOYO A PNP TRANSITO,03/10/2018 11:16,,"CA. FLORA TRISTAN N° 0590, SAN ISIDRO",1-3,
"3,766",APOYO A PNP TRANSITO,03/10/2018 10:59,,"AV. DOS DE MAYO N° 1198, SAN ISIDRO",1-2,
"3,767",APOYO A PNP TRANSITO,03/10/2018 10:42,,"AV. RIVERA NAVARRETE, RICARDO, SAN ISIDRO",4-2,
"3,768",APOYO A PNP TRANSITO,03/10/2018 10:37,,"CA. ALCATRACES N° 0174, SAN ISIDRO",4-4,
"3,769",APOYO A PNP TRANSITO,03/10/2018 10:16,,"CA. DEL LLANO ZAPATA, JOSÉ N° 0181, SAN ISIDRO",3-2,
"3,770",APOYO A PNP TRANSITO,03/10/2018 09:48,,"AV. REPUBLICA DE COLOMBIA N° 0791A, SAN ISIDRO",4-2,
"3,771",APOYO A PNP TRANSITO,03/10/2018 09:14,,"CA. HALCONES N° 0237 DPTO F, SAN ISIDRO",4-4,
"3,772",APOYO A PNP TRANSITO,03/10/2018 08:27,,"CA. HALCONES N° 0237 DPTO F, SAN ISIDRO",4-4,
"3,773",APOYO A PNP TRANSITO,03/10/2018 08:27,,"CA. CLEMENTE X, SAN ISIDRO",1-3,
"3,774",APOYO A PNP TRANSITO,03/10/2018 08:07,,"CA. RIO DE LA PLATA, SAN ISIDRO",4-3,
"3,775",APOYO A PNP TRANSITO,03/10/2018 08:05,,"CA. MAURTUA, VICTOR A. N° 0198, SAN ISIDRO",2-6,
"3,776",APOYO A PNP TRANSITO,03/10/2018 08:03,,"CA. LOS ROBLES N° 0302, SAN ISIDRO",1-6,
"3,777",APOYO A PNP TRANSITO,03/10/2018 07:56,,"CA. LAS CAMELIAS, SAN ISIDRO",4-2,
"3,778",APOYO A PNP TRANSITO,02/10/2018 19:07,,"CA. CLEMENTE X N° 0110, SAN ISIDRO",1-3,
"3,779",APOYO A PNP TRANSITO,02/10/2018 18:56,,"CA. EL AROMITO, SAN ISIDRO",3-3,
"3,780",APOYO A PNP TRANSITO,02/10/2018 18:35,,"CA. LA SANTA MARIA N° 0185 DPTO 02, SAN ISIDRO",3-3,
"3,781",APOYO A PNP TRANSITO,02/10/2018 17:35,,"AV. PRADO ESTE, JAVIER, SAN ISIDRO",4-1,
"3,782",APOYO A PNP TRANSITO,02/10/2018 17:18,,"AV. CAMINO REAL N° 1205, SAN ISIDRO",3-2,
"3,783",APOYO A PNP TRANSITO,02/10/2018 17:10,,"AV. PAZ SOLDAN, SAN ISIDRO",3-3,
"3,784",APOYO A PNP TRANSITO,02/10/2018 15:49,,"CA. CHOQUEHUANCA N° 0520, SAN ISIDRO",3-3,
"3,785",APOYO A PNP TRANSITO,02/10/2018 15:39,,"CA. BOLOGNESI, AUGUSTO N° 0350, SAN ISIDRO",2-2,
"3,786",APOYO A PNP TRANSITO,02/10/2018 15:34,,"CA. BARCELONA N° 0275, SAN ISIDRO",1-1,
"3,787",APOYO A PNP TRANSITO,02/10/2018 15:33,,"CA. LOS EUCALIPTOS, SAN ISIDRO",1-5,
"3,788",APOYO A PNP TRANSITO,02/10/2018 15:07,,"CA. LOS ALAMOS, SAN ISIDRO",1-6,
"3,789",APOYO A PNP TRANSITO,02/10/2018 14:54,,"CA. BOLOGNESI, AUGUSTO N° 0350, SAN ISIDRO",2-2,
"3,790",APOYO A PNP TRANSITO,02/10/2018 14:27,,"CA. BARCELONA N° 0635, SAN ISIDRO",1-1,
"3,791",APOYO A PNP TRANSITO,02/10/2018 14:19,,"CA. VILLARAN, LUIS FELIPE, SAN ISIDRO",4-3,
"3,792",APOYO A PNP TRANSITO,02/10/2018 14:15,,"CA. LAS CAMELIAS N° 0636, SAN ISIDRO",4-1,
"3,793",APOYO A PNP TRANSITO,02/10/2018 13:57,,"CA. LA FLORIDA N° 0170, SAN ISIDRO",4-3,
"3,794",APOYO A PNP TRANSITO,02/10/2018 12:49,,"CA. PLASCENCIA, ERNESTO N° 0154, SAN ISIDRO",3-3,
"3,795",APOYO A PNP TRANSITO,02/10/2018 11:51,,"AV. AV. LARA, GENERAL JACINTO N° 0298, SAN ISIDRO",2-6,
"3,796",APOYO A PNP TRANSITO,02/10/2018 11:48,,"CA. MERINO REYNA, AMADOR N° 0350, SAN ISIDRO",4-2,
"3,797",APOYO A PNP TRANSITO,02/10/2018 11:25,,"CA. VILLARREAL, FEDERICO N° 0007, SAN ISIDRO",4-1,
"3,798",APOYO A PNP TRANSITO,02/10/2018 11:15,,"AV. PRADO ESTE, JAVIER N° 1580, SAN ISIDRO",5-3,
"3,799",APOYO A PNP TRANSITO,02/10/2018 11:09,,"AV. DOS DE MAYO N° 1198, SAN ISIDRO",1-2,
"3,800",APOYO A PNP TRANSITO,02/10/2018 11:06,,"CA. FUENTES, MANUEL ATANASIO N° 0490, SAN ISIDRO",4-3,
"3,801",APOYO A PNP TRANSITO,02/10/2018 10:42,,"CA. FLORA TRISTAN, SAN ISIDRO",1-3,
"3,802",APOYO A PNP TRANSITO,02/10/2018 07:34,,"AV. CARRIQUIRY MAURER, PABLO N° 0132, SAN ISIDRO",5-1,
"3,803",APOYO A PNP TRANSITO,01/10/2018 20:25,,"CA. DE CERVANTES SAAVEDRA, MIGUEL N° 0485, SAN ISIDRO",2-5,
"3,804",APOYO A PNP TRANSITO,01/10/2018 19:52,,"CA. MARCONI, GUILLERMO N° 0489, SAN ISIDRO",1-1,
"3,805",APOYO A PNP TRANSITO,01/10/2018 19:33,,"CA. DE LA MONCLOVA, CONDE N° 0350, SAN ISIDRO",3-2,
"3,806",APOYO A PNP TRANSITO,01/10/2018 19:06,,"CA. ALOMIA ROBLES, DANIEL N° 0120, SAN ISIDRO",3-3,
"3,807",APOYO A PNP TRANSITO,01/10/2018 19:01,,"CA. LOS SAUCES N° 0283, SAN ISIDRO",3-1,
"3,808",APOYO A PNP TRANSITO,01/10/2018 18:20,,"AV. RIVERA NAVARRETE, RICARDO, SAN ISIDRO",4-1,
"3,809",APOYO A PNP TRANSITO,01/10/2018 17:31,,"CA. LAS OROPENDOLAS N° 0145, SAN ISIDRO",5-1,
"3,810",APOYO A PNP TRANSITO,01/10/2018 16:56,,"CA. LA TORRE, BALTAZAR N° 0105, SAN ISIDRO",1-1,
"3,811",APOYO A PNP TRANSITO,01/10/2018 16:49,,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0862, SAN ISIDRO",2-1,
"3,812",APOYO A PNP TRANSITO,01/10/2018 16:46,,"CA. LOS OLIVOS, SAN ISIDRO",3-1,
