N°,CASO,DÍA,FECHA,MODALIDAD,MEDIO,DIRECCIÓN
"2,859",00766798,SÁBADO,26/01/2019 20:00,,TELÉFONO,"CA. MARCONI, GUILLERMO N° 020153, SAN ISIDRO"
"2,860",00766797,SÁBADO,26/01/2019 19:57,,TELÉFONO,"CA. ATENAS (URB. ORRANTIA DEL MAR) N° 050140, SAN ISIDRO"
"2,861",00766761,SÁBADO,26/01/2019 16:17,,RADIO,"CA. LA FLORIDA N° 180160, SAN ISIDRO"
"2,862",00766715,SÁBADO,26/01/2019 12:05,,TELÉFONO,"CA. FLORA TRISTAN N° 0495, SAN ISIDRO"
"2,863",00766709,SÁBADO,26/01/2019 11:00,,TELÉFONO,"CA. ELESPURU, JUAN NORBERTO N° 0395, SAN ISIDRO"
"2,864",00766692,SÁBADO,26/01/2019 10:00,,TELÉFONO,"CA. PUNTA NEGRA, SAN ISIDRO"
"2,865",00766566,VIERNES,25/01/2019 19:56,,TELÉFONO,"CA. CHINCHON N° 010570, SAN ISIDRO"
"2,866",00766544,VIERNES,25/01/2019 18:43,,TELÉFONO,"CA. BURGOS N° 150230, SAN ISIDRO"
"2,867",00766543,VIERNES,25/01/2019 18:41,,TELÉFONO,"CA. CABO BLANCO N° 120375, SAN ISIDRO"
"2,868",00766542,VIERNES,25/01/2019 18:31,,RADIO,"CA. EDISON, TOMÁS N° 130188, SAN ISIDRO"
"2,869",00766531,VIERNES,25/01/2019 17:52,,TELÉFONO,"AV. CAMINO REAL N° 080473, SAN ISIDRO"
"2,870",00766499,VIERNES,25/01/2019 16:06,,TELÉFONO,"CA. MASIAS, FRANCISCO, SAN ISIDRO"
"2,871",00766495,VIERNES,25/01/2019 15:46,,TELÉFONO,"CA. CABO BLANCO N° 120375, SAN ISIDRO"
"2,872",00766490,VIERNES,25/01/2019 15:36,,TELÉFONO,"CA. MASIAS, FRANCISCO, SAN ISIDRO"
"2,873",00766469,VIERNES,25/01/2019 14:51,,TELÉFONO,"AV. DEL PARQUE NORTE N° 0132, SAN ISIDRO"
"2,874",00766443,VIERNES,25/01/2019 13:34,,TELÉFONO,"AV. CAMINO REAL, SAN ISIDRO"
"2,875",00766426,VIERNES,25/01/2019 12:40,,TELÉFONO,"CA. LOS ALAMOS N° 0310, SAN ISIDRO"
"2,876",00766415,VIERNES,25/01/2019 12:10,,TELÉFONO,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0657, SAN ISIDRO"
"2,877",00766398,VIERNES,25/01/2019 10:52,,TELÉFONO,"CA. 2 (URB. CORPAC) N° 0173, SAN ISIDRO"
"2,878",00766395,VIERNES,25/01/2019 10:45,,TELÉFONO,"CA. 21 (URB. CORPAC), SAN ISIDRO"
"2,879",00766394,VIERNES,25/01/2019 10:43,,TELÉFONO,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN N° 0831, SAN ISIDRO"
"2,880",00766386,VIERNES,25/01/2019 10:24,,TELÉFONO,"CA. LAS CAMELIAS N° 0492, SAN ISIDRO"
"2,881",00766377,VIERNES,25/01/2019 09:49,,TELÉFONO,"CA. ASPILLAGA, ANTERO, SAN ISIDRO"
"2,882",00766368,VIERNES,25/01/2019 09:17,,TELÉFONO,"AV. DOS DE MAYO N° 1766, SAN ISIDRO"
"2,883",00766365,VIERNES,25/01/2019 09:03,,TELÉFONO,"AV. PRADO ESTE, JAVIER N° 1130, SAN ISIDRO"
"2,884",00766361,VIERNES,25/01/2019 08:48,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO, SAN ISIDRO"
"2,885",00766359,VIERNES,25/01/2019 08:40,,TELÉFONO,"CA. SCHREIBER, GERMÁN N° 0133, SAN ISIDRO"
"2,886",00766259,JUEVES,24/01/2019 19:55,,TELÉFONO,"CA. ALZAMORA - OESTE, LIZARDO N° 050139, SAN ISIDRO"
"2,887",00766224,JUEVES,24/01/2019 17:55,,TELÉFONO,"CA. LA PERRICHOLI N° 080265, SAN ISIDRO"
"2,888",00766198,JUEVES,24/01/2019 15:19,,TELÉFONO,"CA. ODRIOZOLA, CORONEL N° 010182, SAN ISIDRO"
"2,889",00766177,JUEVES,24/01/2019 14:46,,TELÉFONO,"CA. ANTEQUERA, SAN ISIDRO"
"2,890",00766159,JUEVES,24/01/2019 14:00,,TELÉFONO,"AV. MIRO QUESADA, AURELIO N° 170260, SAN ISIDRO"
"2,891",00766150,JUEVES,24/01/2019 13:47,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 050866, SAN ISIDRO"
"2,892",00766142,JUEVES,24/01/2019 13:27,,TELÉFONO,"CA. MASIAS, FRANCISCO N° 150590, SAN ISIDRO"
"2,893",00766138,JUEVES,24/01/2019 13:13,,TELÉFONO,"AV. DEL CAMPO, ALBERTO N° 041050, SAN ISIDRO"
"2,894",00766129,JUEVES,24/01/2019 12:52,,TELÉFONO,"AV. PARDO Y ALIAGA, FELIPE N° 030621, SAN ISIDRO"
"2,895",00766128,JUEVES,24/01/2019 12:42,,TELÉFONO,"CA. LAS OROPENDOLAS N° 0341, SAN ISIDRO"
"2,896",00766126,JUEVES,24/01/2019 12:38,,TELÉFONO,"CA. GOLONDRINAS N° 170221, SAN ISIDRO"
"2,897",00766125,JUEVES,24/01/2019 12:35,,TELÉFONO,"CA. EDISON, TOMÁS, SAN ISIDRO"
"2,898",00766122,JUEVES,24/01/2019 12:29,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 050962, SAN ISIDRO"
"2,899",00766114,JUEVES,24/01/2019 12:13,,TELÉFONO,"AV. GUARDIA CIVIL, SAN ISIDRO"
"2,900",00766113,JUEVES,24/01/2019 12:09,,TELÉFONO,"CA. GARCIA, GODOFREDO, SAN ISIDRO"
"2,901",00766110,JUEVES,24/01/2019 12:03,,TELÉFONO,"CA. MAURTUA, VICTOR A. N° 110135, SAN ISIDRO"
"2,902",00766104,JUEVES,24/01/2019 11:46,,TELÉFONO,"AV. BASADRE GROHMANN, JORGE N° 050710, SAN ISIDRO"
"2,903",00766091,JUEVES,24/01/2019 11:13,,TELÉFONO,"CA. LOS SAUCES, SAN ISIDRO"
"2,904",00766086,JUEVES,24/01/2019 10:54,,TELÉFONO,"CA. RAMSEY, TOMÁS, SAN ISIDRO"
"2,905",00766083,JUEVES,24/01/2019 10:42,,TELÉFONO,"CA. DELLEPIANI, JUAN N° 220399, SAN ISIDRO"
"2,906",00766075,JUEVES,24/01/2019 10:13,,RADIO,"CA. HALCONES N° 100381, SAN ISIDRO"
"2,907",00766070,JUEVES,24/01/2019 10:01,,TELÉFONO,"CA. ODRIOZOLA, CORONEL N° 010190 INT X, SAN ISIDRO"
"2,908",00766065,JUEVES,24/01/2019 09:45,,TELÉFONO,"CA. LOS LAURELES N° 020226, SAN ISIDRO"
"2,909",00766064,JUEVES,24/01/2019 09:37,,TELÉFONO,"AV. GALVEZ BARRENECHEA, JOSÉ, SAN ISIDRO"
"2,910",00766062,JUEVES,24/01/2019 09:18,,TELÉFONO,"CA. SCHREIBER, GERMÁN N° 010205, SAN ISIDRO"
"2,911",00766047,JUEVES,24/01/2019 08:16,,TELÉFONO,"AV. REPUBLICA DE PANAMA N° 3055, SAN ISIDRO"
"2,912",00766040,JUEVES,24/01/2019 07:25,,TELÉFONO,"AV. PRADO OESTE, JAVIER, SAN ISIDRO"
"2,913",00765971,MIÉRCOLES,23/01/2019 21:14,,TELÉFONO,"CA. LA PERRICHOLI N° 0265, SAN ISIDRO"
"2,914",00765958,MIÉRCOLES,23/01/2019 20:23,,TELÉFONO,"CA. LOS PINOS N° 0551, SAN ISIDRO"
"2,915",00765949,MIÉRCOLES,23/01/2019 19:58,,TELÉFONO,"AV. DOS DE MAYO N° 1675, SAN ISIDRO"
"2,916",00765943,MIÉRCOLES,23/01/2019 19:38,,TELÉFONO,"AV. AREQUIPA N° 3510, SAN ISIDRO"
"2,917",00765922,MIÉRCOLES,23/01/2019 18:29,,TELÉFONO,"CA. VALDIVIA, DEAN, SAN ISIDRO"
"2,918",00765908,MIÉRCOLES,23/01/2019 17:03,,TELÉFONO,"CA. LAS CAMELIAS N° 0845, SAN ISIDRO"
"2,919",00765906,MIÉRCOLES,23/01/2019 16:41,,RADIO,"AV. REPUBLICA, PASEO DE LA N° 3058, SAN ISIDRO"
"2,920",00765896,MIÉRCOLES,23/01/2019 16:38,,TELÉFONO,"CA. LOS LAURELES N° 130265, SAN ISIDRO"
"2,921",00765887,MIÉRCOLES,23/01/2019 16:24,,TELÉFONO,"CA. BILBAO N° 0230, SAN ISIDRO"
"2,922",00765871,MIÉRCOLES,23/01/2019 15:26,,TELÉFONO,"CA. CHACARILLA N° 0411, SAN ISIDRO"
"2,923",00765863,MIÉRCOLES,23/01/2019 14:46,,TELÉFONO,"CA. PEREZ DE TUDELA, MANUEL N° 0129, SAN ISIDRO"
"2,924",00765858,MIÉRCOLES,23/01/2019 14:33,,TELÉFONO,"AV. CARRIQUIRY MAURER, PABLO N° 0731, SAN ISIDRO"
"2,925",00765843,MIÉRCOLES,23/01/2019 14:16,,TELÉFONO,"CA. LOS PINOS N° 0550, SAN ISIDRO"
"2,926",00765846,MIÉRCOLES,23/01/2019 14:15,,TELÉFONO,"CA. LOS LAURELES N° 0226, SAN ISIDRO"
"2,927",00765828,MIÉRCOLES,23/01/2019 13:31,,RADIO,"CA. SALAMANCA, SAN ISIDRO"
"2,928",00765812,MIÉRCOLES,23/01/2019 12:49,,TELÉFONO,"CA. GRAÑA, FRANCISCO N° 040680, SAN ISIDRO"
"2,929",00765803,MIÉRCOLES,23/01/2019 12:25,,TELÉFONO,"AV. GUARDIA CIVIL, SAN ISIDRO"
"2,930",00765798,MIÉRCOLES,23/01/2019 12:11,,TELÉFONO,"CA. BLONDET, MAYOR ARMANDO N° 0217, SAN ISIDRO"
"2,931",00765796,MIÉRCOLES,23/01/2019 12:07,,TELÉFONO,"CA. RIO DE LA PLATA N° 0305, SAN ISIDRO"
"2,932",00765793,MIÉRCOLES,23/01/2019 12:03,,TELÉFONO,"CA. LAS CASTAÑITAS N° 0154, SAN ISIDRO"
"2,933",00765786,MIÉRCOLES,23/01/2019 11:46,,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE N° 0694, SAN ISIDRO"
"2,934",00765783,MIÉRCOLES,23/01/2019 11:35,,TELÉFONO,"AV. PETIT THOUARS N° 3952, SAN ISIDRO"
"2,935",00765779,MIÉRCOLES,23/01/2019 11:28,,TELÉFONO,"CA. MERINO REYNA, AMADOR N° 0285, SAN ISIDRO"
"2,936",00765768,MIÉRCOLES,23/01/2019 10:47,,TELÉFONO,"CA. ANGULO RAMIREZ, DR. RICARDO J. N° 0684, SAN ISIDRO"
"2,937",00765763,MIÉRCOLES,23/01/2019 10:24,,TELÉFONO,"CA. 2 (URB. ORRANTIA DEL MAR - ZONA V), SAN ISIDRO"
"2,938",00765762,MIÉRCOLES,23/01/2019 10:21,,TELÉFONO,"CA. TELLERIA, SEBASTIAN N° 0277, SAN ISIDRO"
"2,939",00765757,MIÉRCOLES,23/01/2019 10:06,,TELÉFONO,"CA. CHACARILLA N° 0447, SAN ISIDRO"
"2,940",00765744,MIÉRCOLES,23/01/2019 08:34,,TELÉFONO,"CA. LAS PALMERAS N° 0285, SAN ISIDRO"
"2,941",00765732,MIÉRCOLES,23/01/2019 06:53,,TELÉFONO,"CA. 40 (URB. CORPAC), SAN ISIDRO"
"2,942",00765666,MARTES,22/01/2019 21:12,,TELÉFONO,"CA. EGUIGUREN, FRANCISCO JOSÉ, SAN ISIDRO"
"2,943",00765653,MARTES,22/01/2019 20:13,,TELÉFONO,"CA. LOS ALAMOS N° 090396, SAN ISIDRO"
"2,944",00765650,MARTES,22/01/2019 20:07,,TELÉFONO,"CA. PARQUE CONTRALMIRANTE DE MORA N° 180196, SAN ISIDRO"
"2,945",00765642,MARTES,22/01/2019 19:27,,TELÉFONO,"CA. DE PORRAS, MARTÍN N° 070142, SAN ISIDRO"
"2,946",00765625,MARTES,22/01/2019 18:02,,TELÉFONO,"CA. GORRIONES N° 110151, SAN ISIDRO"
"2,947",00765618,MARTES,22/01/2019 17:45,,TELÉFONO,"CA. SALAZAR, ALFÉREZ ALFREDO, SAN ISIDRO"
"2,948",00765575,MARTES,22/01/2019 14:57,,TELÉFONO,"CA. LOS RUISEÑORES ESTE, SAN ISIDRO"
"2,949",00765556,MARTES,22/01/2019 14:19,,TELÉFONO,"AV. DOS DE MAYO N° 071592, SAN ISIDRO"
"2,950",00765544,MARTES,22/01/2019 13:28,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 240980, SAN ISIDRO"
"2,951",00765542,MARTES,22/01/2019 13:20,,TELÉFONO,"PQ. PARQUE DE ACOSTA JOSE N° SN, SAN ISIDRO"
"2,952",00765540,MARTES,22/01/2019 13:16,,TELÉFONO,"CA. LA REPUBLICA, SAN ISIDRO"
"2,953",00765535,MARTES,22/01/2019 13:01,,TELÉFONO,"CA. EDISON, TOMÁS, SAN ISIDRO"
"2,954",00765532,MARTES,22/01/2019 12:54,,TELÉFONO,"AV. REPUBLICA, PASEO DE LA, SAN ISIDRO"
"2,955",00765530,MARTES,22/01/2019 12:50,,TELÉFONO,"AV. ARAMBURU, ANDRÉS N° 230587, SAN ISIDRO"
"2,956",00765524,MARTES,22/01/2019 12:22,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 060884, SAN ISIDRO"
"2,957",00765517,MARTES,22/01/2019 11:45,,TELÉFONO,"CA. ELESPURU, JUAN NORBERTO N° 010891, SAN ISIDRO"
"2,958",00765516,MARTES,22/01/2019 11:43,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 0860, SAN ISIDRO"
"2,959",00765515,MARTES,22/01/2019 11:42,,TELÉFONO,"CA. ALOMIA ROBLES, DANIEL N° 080120, SAN ISIDRO"
"2,960",00765496,MARTES,22/01/2019 10:52,,TELÉFONO,"CA. LOS RUISEÑORES OESTE N° 0260, SAN ISIDRO"
"2,961",00765490,MARTES,22/01/2019 10:26,,TELÉFONO,"CA. ROAUD Y PAZ SOLDAN, MANUEL N° 120220, SAN ISIDRO"
"2,962",00765475,MARTES,22/01/2019 09:49,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 050850, SAN ISIDRO"
"2,963",00765473,MARTES,22/01/2019 09:44,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 050856, SAN ISIDRO"
"2,964",00765470,MARTES,22/01/2019 09:29,,TELÉFONO,"CA. UGARTE Y MOSCOSO, MANUEL SEBASTIAN, SAN ISIDRO"
"2,965",00765449,MARTES,22/01/2019 07:27,,TELÉFONO,"CA. LA FLORIDA N° 180160, SAN ISIDRO"
"2,966",00765435,MARTES,22/01/2019 00:31,,RADIO,"CA. LA FLORIDA N° 180170, SAN ISIDRO"
"2,967",00765399,LUNES,21/01/2019 19:59,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 110245, SAN ISIDRO"
"2,968",00765315,LUNES,21/01/2019 15:47,,TELÉFONO,"AV. BASADRE GROHMANN, JORGE N° 131571, SAN ISIDRO"
"2,969",00765296,LUNES,21/01/2019 14:39,,TELÉFONO,"CA. SALAZAR, ALFÉREZ ALFREDO N° 170490, SAN ISIDRO"
"2,970",00765288,LUNES,21/01/2019 14:27,,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE N° 0654, SAN ISIDRO"
"2,971",00765272,LUNES,21/01/2019 13:36,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO, SAN ISIDRO"
"2,972",00765250,LUNES,21/01/2019 12:01,,TELÉFONO,"CA. GONZALES OLAECHEA, MANUEL N° 0401, SAN ISIDRO"
"2,973",00765238,LUNES,21/01/2019 10:54,,TELÉFONO,"CA. IBIS N° 0199, SAN ISIDRO"
"2,974",00765235,LUNES,21/01/2019 10:40,,TELÉFONO,"CA. CLEMENTE X N° 0135, SAN ISIDRO"
"2,975",00765229,LUNES,21/01/2019 10:24,,TELÉFONO,"AV. PRADO ESTE, JAVIER N° 1234, SAN ISIDRO"
"2,976",00765218,LUNES,21/01/2019 09:34,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 0860, SAN ISIDRO"
"2,977",00765142,DOMINGO,20/01/2019 20:14,,TELÉFONO,"CA. CERDEÑA, MARISCAL BLAS, SAN ISIDRO"
"2,978",00765137,DOMINGO,20/01/2019 19:50,,TELÉFONO,"CA. LOS SAUCES N° 0286, SAN ISIDRO"
"2,979",00765122,DOMINGO,20/01/2019 18:14,,TELÉFONO,"CA. GARCIA, GODOFREDO N° 0490, SAN ISIDRO"
"2,980",00765067,DOMINGO,20/01/2019 13:20,,TELÉFONO,"CA. PUNTA NEGRA N° 130126, SAN ISIDRO"
"2,981",00765061,DOMINGO,20/01/2019 12:02,,TELÉFONO,"AV. DOS DE MAYO N° 1450, SAN ISIDRO"
"2,982",00764917,SÁBADO,19/01/2019 17:38,,TELÉFONO,"CA. ODRIOZOLA, CORONEL N° 0111, SAN ISIDRO"
"2,983",00764906,SÁBADO,19/01/2019 16:32,,RADIO,"CA. CISNES N° 0340, SAN ISIDRO"
"2,984",00764875,SÁBADO,19/01/2019 14:59,,TELÉFONO,"CA. LOS LIRIOS N° 0101, SAN ISIDRO"
"2,985",00764856,SÁBADO,19/01/2019 13:57,,TELÉFONO,"AV. PRADO ESTE, JAVIER N° 061460, SAN ISIDRO"
"2,986",00764848,SÁBADO,19/01/2019 13:38,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 0221, SAN ISIDRO"
"2,987",00764834,SÁBADO,19/01/2019 12:44,,TELÉFONO,"AV. TUDELA Y VARELA, FRANCISCO N° 0134, SAN ISIDRO"
"2,988",00764801,SÁBADO,19/01/2019 10:08,,TELÉFONO,"AV. ARAMBURU, ANDRÉS N° 0505, SAN ISIDRO"
"2,989",00764781,SÁBADO,19/01/2019 08:15,,TELÉFONO,"CA. ROAUD Y PAZ SOLDAN, MANUEL N° 0110, SAN ISIDRO"
"2,990",00764653,VIERNES,18/01/2019 18:16,,TELÉFONO,"CA. SALAZAR, ALFÉREZ ALFREDO DPTO 0702, SAN ISIDRO"
"2,991",00764620,VIERNES,18/01/2019 15:32,,TELÉFONO,"CA. BASTIDAS, MICAELA N° 090125, SAN ISIDRO"
"2,992",00764611,VIERNES,18/01/2019 14:57,,TELÉFONO,"CA. LOS LAURELES N° 130265 DPTO 202 B, SAN ISIDRO"
"2,993",00764598,VIERNES,18/01/2019 13:56,,TELÉFONO,"AV. DOS DE MAYO N° 1860, SAN ISIDRO"
"2,994",00764597,VIERNES,18/01/2019 13:52,,TELÉFONO,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE N° 0554, SAN ISIDRO"
"2,995",00764591,VIERNES,18/01/2019 13:42,,TELÉFONO,"CA. FERREYROS URMENETA, DR. CARLOS ENRIQUE N° 0756, SAN ISIDRO"
"2,996",00764586,VIERNES,18/01/2019 13:34,,TELÉFONO,"CA. EDISON, TOMÁS N° 0105, SAN ISIDRO"
"2,997",00764577,VIERNES,18/01/2019 13:06,,TELÉFONO,"AV. ARAMBURU, ANDRÉS, SAN ISIDRO"
"2,998",00764574,VIERNES,18/01/2019 12:56,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 240980, SAN ISIDRO"
"2,999",00764571,VIERNES,18/01/2019 12:39,,TELÉFONO,"CA. LOS SAUCES N° 190203, SAN ISIDRO"
"3,000",00764555,VIERNES,18/01/2019 11:45,,RADIO,"CA. TOLEDO, VIRREY N° 100491, SAN ISIDRO"
"3,001",00764551,VIERNES,18/01/2019 11:39,,TELÉFONO,"AV. GUARDIA CIVIL N° 0382, SAN ISIDRO"
"3,002",00764549,VIERNES,18/01/2019 11:28,,TELÉFONO,"AV. PRADO ESTE, JAVIER N° 030800, SAN ISIDRO"
"3,003",00764540,VIERNES,18/01/2019 10:56,,TELÉFONO,"CA. PERDICES N° 200259, SAN ISIDRO"
"3,004",00764535,VIERNES,18/01/2019 10:51,,TELÉFONO,"CA. EDISON, TOMÁS N° 0105, SAN ISIDRO"
"3,005",00764533,VIERNES,18/01/2019 10:43,,TELÉFONO,"CA. LOS LAURELES N° 0226, SAN ISIDRO"
"3,006",00764526,VIERNES,18/01/2019 10:14,,TELÉFONO,"CA. REYES, CORONEL ANDRÉS, SAN ISIDRO"
"3,007",00764514,VIERNES,18/01/2019 09:35,,TELÉFONO,"CA. CLEMENTE X N° SN, SAN ISIDRO"
"3,008",00764462,JUEVES,17/01/2019 22:21,,TELÉFONO,"CA. ELESPURU, JUAN NORBERTO N° 020395, SAN ISIDRO"
"3,009",00764404,JUEVES,17/01/2019 17:24,,TELÉFONO,"CA. LOS LAURELES N° 030250, SAN ISIDRO"
"3,010",00764400,JUEVES,17/01/2019 17:07,,TELÉFONO,"AV. PRADO ESTE, JAVIER N° 130510, SAN ISIDRO"
"3,011",00764377,JUEVES,17/01/2019 15:17,,TELÉFONO,"PSJE. LA FLORIDA N° 040171, SAN ISIDRO"
"3,012",00764368,JUEVES,17/01/2019 14:47,,TELÉFONO,"CA. LOS EUCALIPTOS, SAN ISIDRO"
"3,013",00764349,JUEVES,17/01/2019 13:49,,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE N° 0756, SAN ISIDRO"
"3,014",00764312,JUEVES,17/01/2019 11:23,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 0662, SAN ISIDRO"
"3,015",00764310,JUEVES,17/01/2019 11:09,,TELÉFONO,"AV. DOS DE MAYO N° 0127, SAN ISIDRO"
"3,016",00764306,JUEVES,17/01/2019 11:02,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 0950, SAN ISIDRO"
"3,017",00764293,JUEVES,17/01/2019 10:30,,TELÉFONO,"CA. MERINO REYNA, AMADOR N° 0295, SAN ISIDRO"
"3,018",00764282,JUEVES,17/01/2019 10:09,,RADIO,"CA. ANCHORENA, JOSÉ DIONISIO N° 0130, SAN ISIDRO"
"3,019",00764272,JUEVES,17/01/2019 09:36,,TELÉFONO,"CA. DE LA MONCLOVA, CONDE N° 0350, SAN ISIDRO"
"3,020",00764268,JUEVES,17/01/2019 09:22,,TELÉFONO,"CA. GARCIA, GODOFREDO, SAN ISIDRO"
"3,021",00764261,JUEVES,17/01/2019 09:00,,RADIO,"CA. VALMORE RONCALLA, DR. CAYETANO N° 0304, SAN ISIDRO"
"3,022",00764252,JUEVES,17/01/2019 08:08,,TELÉFONO,"CA. GONZALES OLAECHEA, MANUEL, SAN ISIDRO"
"3,023",00764186,MIÉRCOLES,16/01/2019 21:31,,TELÉFONO,"CA. FUENTES, MANUEL ATANASIO N° 0221, SAN ISIDRO"
"3,024",00764179,MIÉRCOLES,16/01/2019 21:07,,TELÉFONO,"AV. ARAMBURU, ANDRÉS N° 0273, SAN ISIDRO"
"3,025",00764161,MIÉRCOLES,16/01/2019 20:05,,TELÉFONO,"CA. GARCIA, GODOFREDO N° 0490, SAN ISIDRO"
"3,026",00764124,MIÉRCOLES,16/01/2019 17:54,,TELÉFONO,"CA. MAURTUA, VICTOR A. N° 0135, SAN ISIDRO"
"3,027",00764125,MIÉRCOLES,16/01/2019 17:53,,RADIO,"CA. BARCELONA N° 0221, SAN ISIDRO"
"3,028",00764121,MIÉRCOLES,16/01/2019 17:48,,TELÉFONO,"CA. MAURTUA, VICTOR A. N° 0135, SAN ISIDRO"
"3,029",00764117,MIÉRCOLES,16/01/2019 17:10,,RADIO,"CA. ROCCA DE VERGALLO, NICANOR N° 0250, SAN ISIDRO"
"3,030",00764104,MIÉRCOLES,16/01/2019 17:09,,TELÉFONO,"CA. LOS ALAMOS N° 0273, SAN ISIDRO"
"3,031",00764105,MIÉRCOLES,16/01/2019 16:08,,RADIO,"CA. CLEMENTE X N° 0110, SAN ISIDRO"
"3,032",00764081,MIÉRCOLES,16/01/2019 16:04,,TELÉFONO,"AV. DE RIBERA, NICOLÁS N° 0570, SAN ISIDRO"
"3,033",00764079,MIÉRCOLES,16/01/2019 16:02,,TELÉFONO,"CA. MASIAS, FRANCISCO, SAN ISIDRO"
"3,034",00764077,MIÉRCOLES,16/01/2019 15:31,,TELÉFONO,"CA. MONTEAGUDO, BERNARDO N° 0215, SAN ISIDRO"
"3,035",00764076,MIÉRCOLES,16/01/2019 15:29,,TELÉFONO,"CA. PAZ Y PERFECTA UNION, SAN ISIDRO"
"3,036",00764070,MIÉRCOLES,16/01/2019 14:36,,TELÉFONO,"CA. DE ACOSTA, JOSÉ N° 0120, SAN ISIDRO"
"3,037",00764047,MIÉRCOLES,16/01/2019 12:46,,TELÉFONO,"CA. LA MARISCALA N° 030315, SAN ISIDRO"
"3,038",00764046,MIÉRCOLES,16/01/2019 12:39,,TELÉFONO,"CA. SALAZAR, PROLONG. ALFÉREZ ALFREDO N° 010185, SAN ISIDRO"
"3,039",00764033,MIÉRCOLES,16/01/2019 12:01,,TELÉFONO,"CA. LAS GARZAS NORTE N° 020406, SAN ISIDRO"
"3,040",00764031,MIÉRCOLES,16/01/2019 11:51,,TELÉFONO,"CA. ANTUNEZ DE MAYOLO, SANTIAGO N° 070236, SAN ISIDRO"
"3,041",00767106,MIÉRCOLES,16/01/2019 11:44,,RADIO,"AV. DOS DE MAYO N° 050670, SAN ISIDRO"
"3,042",00764019,MIÉRCOLES,16/01/2019 10:53,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO N° 151670 DPTO 2B, SAN ISIDRO"
"3,043",00764018,MIÉRCOLES,16/01/2019 10:52,,TELÉFONO,"CA. ODRIOZOLA, CORONEL N° 200111, SAN ISIDRO"
"3,044",00764016,MIÉRCOLES,16/01/2019 10:29,,TELÉFONO,"CA. ELESPURU, JUAN NORBERTO DPTO 2, SAN ISIDRO"
"3,045",00763992,MIÉRCOLES,16/01/2019 09:18,,TELÉFONO,"CA. GONZALES OLAECHEA, MANUEL, SAN ISIDRO"
"3,046",00763990,MIÉRCOLES,16/01/2019 09:01,,TELÉFONO,"CA. LOS CEDROS N° 100264, SAN ISIDRO"
"3,047",00763973,MIÉRCOLES,16/01/2019 07:26,,TELÉFONO,"AV. CANAVAL MOREYRA, ENRIQUE N° 0618, SAN ISIDRO"
"3,048",00763910,MARTES,15/01/2019 21:13,,TELÉFONO,"CA. ODRIOZOLA, CORONEL N° 010194, SAN ISIDRO"
"3,049",00763909,MARTES,15/01/2019 20:54,,TELÉFONO,"AV. PEREZ ARANIBAR, AUGUSTO N° 012402, SAN ISIDRO"
"3,050",00763901,MARTES,15/01/2019 20:14,,TELÉFONO,"CA. LOS PINOS N° 110551 INT E, SAN ISIDRO"
"3,051",00763873,MARTES,15/01/2019 18:03,,TELÉFONO,"CA. LOS SAUCES N° 010315 DPTO 602, SAN ISIDRO"
"3,052",00763866,MARTES,15/01/2019 17:37,,TELÉFONO,"CA. REYES, CORONEL ANDRÉS, SAN ISIDRO"
"3,053",00763844,MARTES,15/01/2019 16:11,,TELÉFONO,"AV. REPUBLICA DE PANAMA N° 3531, SAN ISIDRO"
"3,054",00763842,MARTES,15/01/2019 16:09,,TELÉFONO,"AV. DEL CAMPO, ALBERTO N° 040119, SAN ISIDRO"
"3,055",00763825,MARTES,15/01/2019 15:25,,TELÉFONO,"CA. MASIAS, FRANCISCO, SAN ISIDRO"
"3,056",00763796,MARTES,15/01/2019 13:34,,TELÉFONO,"CA. BURGOS N° 0173, SAN ISIDRO"
"3,057",00763780,MARTES,15/01/2019 12:38,,TELÉFONO,"CA. BURGOS N° 0179 DPTO 304, SAN ISIDRO"
"3,058",00763779,MARTES,15/01/2019 12:37,,TELÉFONO,"CA. LOS ZORZALES, SAN ISIDRO"
